objectid,title,creator,date,description,subject,location,latitude,longitude,source,display_template,type,format,language,rights,rightsstatement,filename,identifier,object_location,image_small,image_thumb
col008_mp_106,Wyatt-K-9 Police Card,Meridian Police Department,2012,"Wyatt-K-9 Police Card, circa 2012",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_099.jpg,col008_meridianpolice_099,objects/col008_meridianpolice_099.jpg,objects/small/col008_meridianpolice_099_sm.jpg,objects/thumbs/col008_meridianpolice_099_th.jpg
col008_mp_107,Police Chief Steve McGill & Harold Cox,Meridian Police Department,1959,"Police Chief Steve McGill and Harold Cox look over records, circa 1959",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_100.jpg,col008_meridianpolice_100,objects/col008_meridianpolice_100.jpg,objects/small/col008_meridianpolice_100_sm.jpg,objects/thumbs/col008_meridianpolice_100_th.jpg
col008_mp_108,"Collection of Meridian Police Badges, Patches, & Coins ",Meridian Police Department,2007,"Framed collection of Meridian Police badges, patches, and coins collected and presented to Police Chief Jeff Lavey, circa 2007",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_101.jpg,col008_meridianpolice_101,objects/col008_meridianpolice_101.jpg,objects/small/col008_meridianpolice_101_sm.jpg,objects/thumbs/col008_meridianpolice_101_th.jpg
col008_mp_109,Meridian Police Command Shoulder Patch,Meridian Police Department,2005,"Meridian Police shoulder patch, a 7th patch issue for the department. This was a Command staff patch only used on dress jackets by the Chief of Police. Circa 2005-2007.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_102.jpg,col008_meridianpolice_102,objects/col008_meridianpolice_102.jpg,objects/small/col008_meridianpolice_102_sm.jpg,objects/thumbs/col008_meridianpolice_102_th.jpg
col008_mp_110,Meridian SWAT Team Patch,Meridian Police Department,2005,"Meridian SWAT team patch, circa 2005-2006. This subdued patch used by the SWAT team was short lived as Meridian SWAT merged into Metro Ada SWAT. Supposedly only 25 of these patches were made. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_103.jpg,col008_meridianpolice_103,objects/col008_meridianpolice_103.jpg,objects/small/col008_meridianpolice_103_sm.jpg,objects/thumbs/col008_meridianpolice_103_th.jpg
col008_mp_111,Meridian Police Shoulder Patch,Meridian Police Department,2012,"Meridian Police shoulder patch, 8th issue for the department. This badge was introduced in 2012 and is the current one in use as of 2023. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_104.jpg,col008_meridianpolice_104,objects/col008_meridianpolice_104.jpg,objects/small/col008_meridianpolice_104_sm.jpg,objects/thumbs/col008_meridianpolice_104_th.jpg
col008_mp_112,Meridian Police Coin 1-Front Side,Meridian Police Department,2007,"Meridian Police Coin 1-Front Side, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. Front of coin focuses on Meridian Police ""Serving Our Community.""",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_105.jpg,col008_meridianpolice_105,objects/col008_meridianpolice_105.jpg,objects/small/col008_meridianpolice_105_sm.jpg,objects/thumbs/col008_meridianpolice_105_th.jpg
col008_mp_113,Meridian Police Coin 1-Back Side,Meridian Police Department,2007,"Meridian Police Coin 1-Back Side, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. Back of coin focuses on four key police attributes that spell CARE: ""Customer Service, Accountability, Respect, & Excellence."" It states, ""Providing CARE to our community in a timely, friendly, professional, and solution-oriented manner."" ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_106.jpg,col008_meridianpolice_106,objects/col008_meridianpolice_106.jpg,objects/small/col008_meridianpolice_106_sm.jpg,objects/thumbs/col008_meridianpolice_106_th.jpg
col008_mp_114,Meridian Police Coin 2-Front Side,Meridian Police Department,2007,"Meridian Police Coin 2-Front Side, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_107.jpg,col008_meridianpolice_107,objects/col008_meridianpolice_107.jpg,objects/small/col008_meridianpolice_107_sm.jpg,objects/thumbs/col008_meridianpolice_107_th.jpg
col008_mp_115,Meridian Police Coin 2-Back Side,Meridian Police Department,2007,"Meridian Police Coin 2-Back Side, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. Reads: ""To provide the highest quality of service, in partnership with our community, to preserve and protect life and property through education, prevention, and enforcement.""",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_108.jpg,col008_meridianpolice_108,objects/col008_meridianpolice_108.jpg,objects/small/col008_meridianpolice_108_sm.jpg,objects/thumbs/col008_meridianpolice_108_th.jpg
col008_mp_116,Meridian Police Coin 3-Back Side,Meridian Police Department,2007,"Meridian Police Coin 3-Back Side, 2007. Side of Coin focuses on three important responsibilities of Meridian Police Department-education, prevention, and enforcement.  ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_109.jpg,col008_meridianpolice_109,objects/col008_meridianpolice_109.jpg,objects/small/col008_meridianpolice_109_sm.jpg,objects/thumbs/col008_meridianpolice_109_th.jpg
col008_mp_117,Meridian Police Coin 3-Front Side,Meridian Police Department,2007,"Meridian Police Coin 3-Front Side, 2007. Side of Coin contains a layout of the Meridian Police Department building.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_110.jpg,col008_meridianpolice_110,objects/col008_meridianpolice_110.jpg,objects/small/col008_meridianpolice_110_sm.jpg,objects/thumbs/col008_meridianpolice_110_th.jpg
col008_mp_118,Meridian Police Officer Badge,Meridian Police Department,2007,"Meridian Police Officer badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_111.jpg,col008_meridianpolice_111,objects/col008_meridianpolice_111.jpg,objects/small/col008_meridianpolice_111_sm.jpg,objects/thumbs/col008_meridianpolice_111_th.jpg
col008_mp_119,Meridian Police-Detective Badge,Meridian Police Department,2007,"Meridian Police Detective badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_112.jpg,col008_meridianpolice_112,objects/col008_meridianpolice_112.jpg,objects/small/col008_meridianpolice_112_sm.jpg,objects/thumbs/col008_meridianpolice_112_th.jpg
col008_mp_120,Meridian Police-Corporal Badge,Meridian Police Department,2007,"Meridian Police Corporal badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_113.jpg,col008_meridianpolice_113,objects/col008_meridianpolice_113.jpg,objects/small/col008_meridianpolice_113_sm.jpg,objects/thumbs/col008_meridianpolice_113_th.jpg
col008_mp_121,Meridian Police-Sergeant Badge,Meridian Police Department,2007,"Meridian Police Sergeant badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_114.jpg,col008_meridianpolice_114,objects/col008_meridianpolice_114.jpg,objects/small/col008_meridianpolice_114_sm.jpg,objects/thumbs/col008_meridianpolice_114_th.jpg
col008_mp_122,Meridian Police-Lieutenant Badge,Meridian Police Department,2007,"Meridian Police Lieutenant badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_115.jpg,col008_meridianpolice_115,objects/col008_meridianpolice_115.jpg,objects/small/col008_meridianpolice_115_sm.jpg,objects/thumbs/col008_meridianpolice_115_th.jpg
col008_mp_123,Meridian Police-Deputy Chief Badge,Meridian Police Department,2007,"Meridian Police Deputy Chief badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_116.jpg,col008_meridianpolice_116,objects/col008_meridianpolice_116.jpg,objects/small/col008_meridianpolice_116_sm.jpg,objects/thumbs/col008_meridianpolice_116_th.jpg
col008_mp_124,Meridian Police-Chief Badge,Meridian Police Department,2007,"Meridian Police Chief badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_117.jpg,col008_meridianpolice_117,objects/col008_meridianpolice_117.jpg,objects/small/col008_meridianpolice_117_sm.jpg,objects/thumbs/col008_meridianpolice_117_th.jpg
col008_mp_125,Meridian Police-Reserve Officer Badge,Meridian Police Department,2007,"Meridian Police Reserve Officer badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_118.jpg,col008_meridianpolice_118,objects/col008_meridianpolice_118.jpg,objects/small/col008_meridianpolice_118_sm.jpg,objects/thumbs/col008_meridianpolice_118_th.jpg
col008_mp_126,Meridian Police-Auxiliary Police Patrolman Badge,Meridian Police Department,2007,"Meridian Police Auxiliary Police Patrolman badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_119.jpg,col008_meridianpolice_119,objects/col008_meridianpolice_119.jpg,objects/small/col008_meridianpolice_119_sm.jpg,objects/thumbs/col008_meridianpolice_119_th.jpg
col008_mp_127,Meridian Police-K-9 Badge,Meridian Police Department,2007,"Meridian Police K-9 badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_120.jpg,col008_meridianpolice_120,objects/col008_meridianpolice_120.jpg,objects/small/col008_meridianpolice_120_sm.jpg,objects/thumbs/col008_meridianpolice_120_th.jpg
col008_mp_128,Meridian Police Safety Academy Coin,Meridian Police Department,2007,"Meridian Police Safety Academy coin, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_121.jpg,col008_meridianpolice_121,objects/col008_meridianpolice_121.jpg,objects/small/col008_meridianpolice_121_sm.jpg,objects/thumbs/col008_meridianpolice_121_th.jpg
col008_mp_129,Meridian Police Special Services-Dispatcher Badge,Meridian Police Department,2007,"Meridian Police Special Services-Dispatcher badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_122.jpg,col008_meridianpolice_122,objects/col008_meridianpolice_122.jpg,objects/small/col008_meridianpolice_122_sm.jpg,objects/thumbs/col008_meridianpolice_122_th.jpg
col008_mp_130,Meridian Police Officer Badge with Eagle,Meridian Police Department,2007,"Meridian Police Officer badge with eagle, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_123.jpg,col008_meridianpolice_123,objects/col008_meridianpolice_123.jpg,objects/small/col008_meridianpolice_123_sm.jpg,objects/thumbs/col008_meridianpolice_123_th.jpg
col008_mp_131,Meridian Police-Dog Warden Badge,Meridian Police Department,2007,"Meridian Police-Dog Warden badge, circa 2007 or some time during Jeff Lavey's tenure as Meridian Police Chief.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_124.jpg,col008_meridianpolice_124,objects/col008_meridianpolice_124.jpg,objects/small/col008_meridianpolice_124_sm.jpg,objects/thumbs/col008_meridianpolice_124_th.jpg
col008_mp_132,Collection of Framed Meridian Police Badges-Gifted to MPD,Meridian Police Department,2009,Collection of various framed Meridian Police Badges gifted to the department in January of 2009.,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_125.jpg,col008_meridianpolice_125,objects/col008_meridianpolice_125.jpg,objects/small/col008_meridianpolice_125_sm.jpg,objects/thumbs/col008_meridianpolice_125_th.jpg
col008_mp_133,Meridian Patrolman Badge (Star Badge),Meridian Police Department,1950,"Meridian Patrolman Badge (Star Badge)--the star badges with round points style show up in photos of the Meridian Police Department as far back as the 1950s. This badge's information is undated, but could be as old as the 1950s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_126.jpg,col008_meridianpolice_126,objects/col008_meridianpolice_126.jpg,objects/small/col008_meridianpolice_126_sm.jpg,objects/thumbs/col008_meridianpolice_126_th.jpg
col008_mp_134,Meridian Patrolman Badge (with Eagle),Meridian Police Department,1950,"Meridian Patrolman Badge (with eagle)--the badges with eagle style show up in photos of the Meridian Police Department as far back as the 1950s. This badge's information is undated, but could be as old as the 1950s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_127.jpg,col008_meridianpolice_127,objects/col008_meridianpolice_127.jpg,objects/small/col008_meridianpolice_127_sm.jpg,objects/thumbs/col008_meridianpolice_127_th.jpg
col008_mp_135,Meridian Patrolman Badge (Gold Star with color),Meridian Police Department,1980,"Meridian Patrolman Badge (Gold Star with color)-the badges with gold and colored Idaho seal show up later, this perhaps could be around the 1980s. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_128.jpg,col008_meridianpolice_128,objects/col008_meridianpolice_128.jpg,objects/small/col008_meridianpolice_128_sm.jpg,objects/thumbs/col008_meridianpolice_128_th.jpg
col008_mp_136,Meridian Patrolman Badge (Blue Star with floral silver),Meridian Police Department,1990,"Meridian Patrolman Badge (Blue Star with floral silver)-this style of badge can be seen in this collection's black and white photo of Police Chief Bill Gordon. The badge's information is undated, but perhaps the late 1980s or early 1990s could be its age. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_129.jpg,col008_meridianpolice_129,objects/col008_meridianpolice_129.jpg,objects/small/col008_meridianpolice_129_sm.jpg,objects/thumbs/col008_meridianpolice_129_th.jpg
col008_mp_137,Meridian Police Badge (Star Shaped with round points),Meridian Police Department,1950,"Meridian Police Badge (Star Shaped with round points)-this badge is undated, but star badges like this could be as old as the 1950s according to photos in this collection.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_130.jpg,col008_meridianpolice_130,objects/col008_meridianpolice_130.jpg,objects/small/col008_meridianpolice_130_sm.jpg,objects/thumbs/col008_meridianpolice_130_th.jpg
col008_mp_138,Meridian Police Chief Badge (Gold Star with floral gold),Meridian Police Department,1990,"Meridian Patrolman Badge (Gold Star with floral gold)-this style of badge can be seen in this collection's black and white photo of Police Chief Bill Gordon. The badge's information is undated, but perhaps the late 1980s or early 1990s could be its age. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_131.jpg,col008_meridianpolice_131,objects/col008_meridianpolice_131.jpg,objects/small/col008_meridianpolice_131_sm.jpg,objects/thumbs/col008_meridianpolice_131_th.jpg
col008_mp_139,Meridian Police Patch,Meridian Police Department,1984,"Meridian Police patch, the 5th issue released by the department, used in 1984-1985. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_132.jpg,col008_meridianpolice_132,objects/col008_meridianpolice_132.jpg,objects/small/col008_meridianpolice_132_sm.jpg,objects/thumbs/col008_meridianpolice_132_th.jpg
col008_mp_140,Meridian Patrolman Badge (Blue Star with floral silver),Meridian Police Department,1990,"Meridian Patrolman Badge (Blue Star with floral silver)-this style of badge can be seen in this collection's black and white photo of Police Chief Bill Gordon. The badge's information is undated, but perhaps the late 1980s or early 1990s could be its age. This one is similar to another badge in the digital collection, except this one has two blue stars on the badge, while another similar version has two blue dots. ",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_133.jpg,col008_meridianpolice_133,objects/col008_meridianpolice_133.jpg,objects/small/col008_meridianpolice_133_sm.jpg,objects/thumbs/col008_meridianpolice_133_th.jpg
col008_mp_141,Framed Display of Meridian Police Shoulder Patches,Meridian Police Department,2012,Framed collection of Meridian Police patches from circa 1950s to the latest issue released in 2012.,Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_134.jpg,col008_meridianpolice_134,objects/col008_meridianpolice_134.jpg,objects/small/col008_meridianpolice_134_sm.jpg,objects/thumbs/col008_meridianpolice_134_th.jpg
col008_mp_142,Meridian Police Patch,Meridian Police Department,1956,"Meridian Police shoulder patch, as far as known now this was the first issued patch. Gene Hiner owned this patch among his collection of and is possibly from when he first served in Meridian in 1956. We could confidently date this patch to the 1950s.",Police forces; Police officers; Police service; Policemen; suburban police,"Meridian, Idaho",43.6094542,-116.3931117,Meridian Police Department,image,Image;StillImage,image/jpeg,eng,"This item is protected by copyright and/or related rights. To request permission for educational, commercial, or other uses, contact the History Center at history@mld.org or 208-888-4451, ext. 1023 for further information. The Meridian Library District is not liable for any violations of the law by users.",,col008_meridianpolice_135.jpg,col008_meridianpolice_135,objects/col008_meridianpolice_135.jpg,objects/small/col008_meridianpolice_135_sm.jpg,objects/thumbs/col008_meridianpolice_135_th.jpg
